UserID,JobID,Event,Date,Month
10370,805616,viewed,2023-08-22,8
10370,699311,viewed,2023-10-08,10
10370,229644,viewed,2023-11-09,11
10370,1061320,viewed,2023-09-06,9
11060,680379,viewed,2023-06-18,6
11060,491268,viewed,2023-09-11,9
11060,624167,viewed,2023-05-01,5
11060,749790,viewed,2023-01-15,1
11060,878359,viewed,2023-11-09,11
11400,361259,viewed,2023-04-11,4
11400,384121,viewed,2023-07-13,7
11400,730545,viewed,2023-03-11,3
11400,749238,viewed,2023-10-20,10
11400,364686,viewed,2023-08-30,8
11844,268576,viewed,2023-02-18,2
11844,335353,viewed,2023-08-21,8
11844,854015,viewed,2023-12-02,12
11844,530317,viewed,2023-11-21,11
11844,35995,viewed,2023-04-07,4
13552,846984,viewed,2023-07-16,7
13552,645368,viewed,2023-11-06,11
13552,499497,viewed,2023-01-08,1
13552,55852,viewed,2023-06-26,6
13552,325624,viewed,2023-04-07,4
13614,896947,viewed,2023-08-24,8
13614,617304,viewed,2023-03-14,3
13614,1050684,viewed,2023-06-21,6
13614,703067,viewed,2023-05-18,5
13614,173609,viewed,2023-09-20,9
14674,900555,viewed,2023-01-22,1
14674,11180,viewed,2023-01-27,1
14674,538010,viewed,2023-11-03,11
14674,165417,viewed,2023-10-28,10
14674,512698,viewed,2023-03-14,3
14744,386591,viewed,2023-12-07,12
14744,212316,viewed,2023-10-23,10
14744,278986,viewed,2023-07-27,7
14744,264188,viewed,2023-12-02,12
14744,858054,viewed,2023-11-25,11
15123,1090011,viewed,2023-01-16,1
15123,744827,viewed,2023-03-10,3
15123,580945,viewed,2023-08-15,8
15123,327530,viewed,2023-03-12,3
15123,502883,viewed,2023-04-19,4
18111,201373,viewed,2023-01-09,1
18111,1061328,viewed,2023-07-26,7
18111,242406,viewed,2023-07-16,7
18111,408498,viewed,2023-01-22,1
18111,822285,viewed,2023-07-08,7
20703,1104317,viewed,2023-01-12,1
20703,364686,viewed,2023-03-23,3
20703,95535,viewed,2023-04-03,4
20703,280705,viewed,2023-10-25,10
20703,280059,viewed,2023-10-19,10
21617,373737,viewed,2023-10-16,10
21617,848283,viewed,2023-02-02,2
21617,852994,viewed,2023-05-31,5
21617,568000,viewed,2023-08-20,8
21617,537997,viewed,2023-01-26,1
22473,773851,viewed,2023-01-10,1
22473,212429,viewed,2023-12-18,12
22473,1100678,viewed,2023-12-23,12
22473,683930,viewed,2023-08-29,8
22473,966795,viewed,2023-10-28,10
24751,253658,viewed,2023-03-04,3
24751,15631,viewed,2023-07-19,7
24751,885443,viewed,2023-05-24,5
24751,616332,viewed,2023-05-14,5
24751,1009301,viewed,2023-12-19,12
24848,1115326,viewed,2023-11-30,11
24848,157195,viewed,2023-09-23,9
24848,445423,viewed,2023-08-01,8
24848,343342,viewed,2023-05-06,5
24848,130558,viewed,2023-12-29,12
27699,373544,viewed,2023-10-21,10
27699,323711,viewed,2023-11-01,11
27699,953937,viewed,2023-07-29,7
27699,209212,viewed,2023-03-03,3
27699,237546,viewed,2023-09-12,9
28836,682035,viewed,2023-02-16,2
28836,1113991,viewed,2023-02-05,2
28836,386659,viewed,2023-08-27,8
28836,564171,viewed,2023-03-01,3
28836,681893,viewed,2023-02-25,2
29126,203025,viewed,2023-05-02,5
29126,109963,viewed,2023-10-12,10
29126,110541,viewed,2023-06-28,6
29126,576740,viewed,2023-06-28,6
29126,67025,viewed,2023-03-04,3
30786,876782,viewed,2023-07-23,7
30786,1060652,viewed,2023-03-03,3
30786,502883,viewed,2023-09-04,9
30786,144385,viewed,2023-04-18,4
30786,615721,viewed,2023-07-07,7
32423,523376,viewed,2023-07-03,7
32423,164236,viewed,2023-03-27,3
32423,1011686,viewed,2023-05-12,5
32423,683930,viewed,2023-11-19,11
32423,364686,viewed,2023-12-09,12
34768,739617,viewed,2023-03-05,3
34768,858226,viewed,2023-12-20,12
34768,700645,viewed,2023-01-16,1
34768,636190,viewed,2023-04-20,4
34768,42696,viewed,2023-07-11,7
36829,1104401,viewed,2023-04-26,4
36829,863547,viewed,2023-08-31,8
36829,1090455,viewed,2023-02-22,2
36829,933568,viewed,2023-10-09,10
36829,691506,viewed,2023-06-14,6
37690,339034,viewed,2023-12-27,12
37690,23341,viewed,2023-03-04,3
37690,110541,viewed,2023-03-22,3
37690,1113149,viewed,2023-07-08,7
37690,553165,viewed,2023-12-17,12
37891,644540,viewed,2023-08-08,8
37891,1113149,viewed,2023-04-26,4
37891,709250,viewed,2023-04-27,4
37891,823947,viewed,2023-09-11,9
37891,593572,viewed,2023-07-21,7
38242,23302,viewed,2023-09-04,9
38242,209212,viewed,2023-06-02,6
38242,203220,viewed,2023-10-16,10
38242,1113149,viewed,2023-08-15,8
38242,391842,viewed,2023-07-06,7
38435,26102,viewed,2023-08-16,8
38435,1009302,viewed,2023-10-18,10
38435,223451,viewed,2023-01-02,1
38435,979382,viewed,2023-04-22,4
38435,916744,viewed,2023-07-25,7
39548,950536,viewed,2023-10-15,10
39548,506344,viewed,2023-03-27,3
39548,1072848,viewed,2023-11-15,11
39548,869166,viewed,2023-10-31,10
39548,619923,viewed,2023-12-12,12
39558,110541,viewed,2023-02-18,2
39558,39412,viewed,2023-01-20,1
39558,278240,viewed,2023-02-24,2
39558,720500,viewed,2023-01-16,1
39558,454258,viewed,2023-01-04,1
40059,523371,viewed,2023-06-21,6
40059,661261,viewed,2023-04-20,4
40059,864447,viewed,2023-01-10,1
40059,10593,viewed,2023-01-24,1
40059,550180,viewed,2023-03-01,3
41530,643233,viewed,2023-03-23,3
41530,655858,viewed,2023-02-11,2
41530,478910,viewed,2023-04-04,4
41530,300777,viewed,2023-12-16,12
41530,600837,viewed,2023-05-25,5
41791,1053257,viewed,2023-10-18,10
41791,1104317,viewed,2023-06-08,6
41791,548567,viewed,2023-02-01,2
41791,773851,viewed,2023-12-23,12
41791,616336,viewed,2023-03-17,3
42034,550180,viewed,2023-02-05,2
42034,57807,viewed,2023-05-12,5
42034,900555,viewed,2023-05-29,5
42034,66591,viewed,2023-12-16,12
42034,8315,viewed,2023-08-01,8
42284,980870,viewed,2023-03-13,3
42284,1251,viewed,2023-11-03,11
42284,926642,viewed,2023-12-17,12
42284,268576,viewed,2023-05-05,5
42284,643233,viewed,2023-09-13,9
42587,749238,viewed,2023-10-01,10
42587,59597,viewed,2023-11-25,11
42587,1112827,viewed,2023-06-09,6
42587,391842,viewed,2023-05-24,5
42587,1050685,viewed,2023-11-15,11
42875,791209,viewed,2023-09-08,9
42875,492219,viewed,2023-09-29,9
42875,616106,viewed,2023-03-01,3
42875,702606,viewed,2023-08-19,8
42875,681893,viewed,2023-02-23,2
44288,953937,viewed,2023-02-10,2
44288,561145,viewed,2023-12-11,12
44288,165347,viewed,2023-12-21,12
44288,1027416,viewed,2023-05-23,5
44288,187303,viewed,2023-09-14,9
44505,861085,viewed,2023-05-22,5
44505,837446,viewed,2023-06-19,6
44505,840819,viewed,2023-09-05,9
44505,674938,viewed,2023-11-26,11
44505,431191,viewed,2023-06-26,6
45957,929706,viewed,2023-09-23,9
45957,1015885,viewed,2023-09-28,9
45957,457789,viewed,2023-08-19,8
45957,1050685,viewed,2023-02-18,2
45957,35594,viewed,2023-10-11,10
46716,502883,viewed,2023-06-23,6
46716,1100968,viewed,2023-10-17,10
46716,203169,viewed,2023-05-08,5
46716,896947,viewed,2023-01-01,1
46716,550180,viewed,2023-09-26,9
48368,613940,viewed,2023-04-15,4
48368,1027158,viewed,2023-06-11,6
48368,455371,viewed,2023-06-10,6
48368,339034,viewed,2023-02-28,2
48368,1079086,viewed,2023-12-09,12
52839,805616,viewed,2023-08-23,8
52839,64527,viewed,2023-06-01,6
52839,950500,viewed,2023-08-24,8
52839,430778,viewed,2023-11-20,11
52839,322993,viewed,2023-02-01,2
54902,300775,viewed,2023-01-01,1
54902,83739,viewed,2023-08-30,8
54902,323711,viewed,2023-12-22,12
54902,865009,viewed,2023-07-14,7
54902,212537,viewed,2023-11-20,11
57362,223139,viewed,2023-02-19,2
57362,615722,viewed,2023-05-26,5
57362,384121,viewed,2023-03-13,3
57362,286458,viewed,2023-01-14,1
57362,769390,viewed,2023-10-13,10
57744,628593,viewed,2023-04-02,4
57744,615722,viewed,2023-12-01,12
57744,584318,viewed,2023-03-08,3
57744,158490,viewed,2023-02-18,2
57744,1109223,viewed,2023-04-12,4
57773,300775,viewed,2023-01-14,1
57773,67025,viewed,2023-09-10,9
57773,969928,viewed,2023-08-19,8
57773,896947,viewed,2023-08-01,8
57773,681893,viewed,2023-03-29,3
58363,175495,viewed,2023-03-02,3
58363,278002,viewed,2023-04-11,4
58363,583367,viewed,2023-06-23,6
58363,1032351,viewed,2023-06-19,6
58363,879350,viewed,2023-11-03,11
59593,1014384,viewed,2023-04-17,4
59593,995046,viewed,2023-07-16,7
59593,377337,viewed,2023-02-06,2
59593,83739,viewed,2023-04-21,4
59593,70643,viewed,2023-08-24,8
61403,161267,viewed,2023-04-15,4
61403,615722,viewed,2023-04-10,4
61403,1019160,viewed,2023-10-11,10
61403,77065,viewed,2023-08-23,8
61403,14391,viewed,2023-08-17,8
62729,869749,viewed,2023-08-28,8
62729,1059050,viewed,2023-11-30,11
62729,772931,viewed,2023-12-19,12
62729,209212,viewed,2023-03-06,3
62729,812538,viewed,2023-02-02,2
64557,326544,viewed,2023-09-04,9
64557,538010,viewed,2023-06-22,6
64557,1114157,viewed,2023-09-08,9
64557,152574,viewed,2023-03-04,3
64557,554639,viewed,2023-07-12,7
65047,1053762,viewed,2023-09-08,9
65047,812538,viewed,2023-05-14,5
65047,511755,viewed,2023-09-28,9
65047,300778,viewed,2023-12-09,12
65047,271427,viewed,2023-08-31,8
66137,464597,viewed,2023-05-11,5
66137,638808,viewed,2023-10-11,10
66137,1024421,viewed,2023-04-30,4
66137,523372,viewed,2023-12-27,12
66137,567690,viewed,2023-07-24,7
66239,1030466,viewed,2023-01-09,1
66239,8315,viewed,2023-04-30,4
66239,858967,viewed,2023-01-12,1
66239,896947,viewed,2023-09-02,9
66239,779666,viewed,2023-09-04,9
67804,1113991,viewed,2023-02-09,2
67804,355911,viewed,2023-01-26,1
67804,23488,viewed,2023-03-25,3
67804,1090011,viewed,2023-11-28,11
67804,209212,viewed,2023-10-24,10
68737,391094,viewed,2023-05-31,5
68737,452135,viewed,2023-04-06,4
68737,1049580,viewed,2023-02-21,2
68737,638992,viewed,2023-05-29,5
68737,483050,viewed,2023-07-19,7
71152,915019,viewed,2023-12-11,12
71152,764107,viewed,2023-01-23,1
71152,130558,viewed,2023-02-11,2
71152,695225,viewed,2023-08-12,8
71152,1074763,viewed,2023-09-20,9
71360,966439,viewed,2023-02-05,2
71360,521228,viewed,2023-06-28,6
71360,194852,viewed,2023-11-13,11
71360,616963,viewed,2023-09-28,9
71360,879825,viewed,2023-12-29,12
72056,830713,viewed,2023-08-12,8
72056,933378,viewed,2023-06-22,6
72056,335482,viewed,2023-06-09,6
72056,217461,viewed,2023-04-12,4
72056,362519,viewed,2023-11-14,11
72970,639337,viewed,2023-01-03,1
72970,718454,viewed,2023-03-29,3
72970,262384,viewed,2023-05-09,5
72970,205628,viewed,2023-10-06,10
72970,348541,viewed,2023-02-07,2
74454,615722,viewed,2023-05-21,5
74454,899434,viewed,2023-07-06,7
74454,978505,viewed,2023-05-05,5
74454,1050685,viewed,2023-04-24,4
74454,511755,viewed,2023-09-20,9
75250,1020516,viewed,2023-01-28,1
75250,987665,viewed,2023-05-17,5
75250,579280,viewed,2023-03-15,3
75250,576739,viewed,2023-09-13,9
75250,798380,viewed,2023-05-14,5
75632,467221,viewed,2023-09-07,9
75632,912470,viewed,2023-03-26,3
75632,350101,viewed,2023-06-19,6
75632,631968,viewed,2023-09-06,9
75632,35120,viewed,2023-07-25,7
78945,369009,viewed,2023-03-19,3
78945,204419,viewed,2023-12-01,12
78945,916975,viewed,2023-08-21,8
78945,209212,viewed,2023-12-03,12
78945,40762,viewed,2023-08-22,8
79235,1098275,viewed,2023-11-20,11
79235,240127,viewed,2023-12-19,12
79235,31030,viewed,2023-02-23,2
79235,307625,viewed,2023-07-09,7
79235,23302,viewed,2023-05-26,5
79470,586310,viewed,2023-04-12,4
79470,754116,viewed,2023-11-14,11
79470,83739,viewed,2023-01-21,1
79470,95835,viewed,2023-08-17,8
79470,206198,viewed,2023-08-23,8
81786,600813,viewed,2023-04-03,4
81786,246625,viewed,2023-07-28,7
81786,871285,viewed,2023-06-05,6
81786,708656,viewed,2023-09-06,9
81786,600837,viewed,2023-06-18,6
83658,1030027,viewed,2023-02-11,2
83658,1094639,viewed,2023-12-02,12
83658,23341,viewed,2023-05-01,5
83658,758183,viewed,2023-04-24,4
83658,764269,viewed,2023-03-11,3
84003,209212,viewed,2023-01-25,1
84003,780269,viewed,2023-01-07,1
84003,927668,viewed,2023-02-10,2
84003,597367,viewed,2023-03-01,3
84003,691204,viewed,2023-04-14,4
84604,565900,viewed,2023-04-21,4
84604,965519,viewed,2023-11-09,11
84604,660733,viewed,2023-11-27,11
84604,182661,viewed,2023-09-12,9
84604,705747,viewed,2023-12-12,12
84734,420821,viewed,2023-03-23,3
84734,377336,viewed,2023-10-08,10
84734,377363,viewed,2023-07-15,7
84734,35144,viewed,2023-11-26,11
84734,339034,viewed,2023-03-04,3
85000,883740,viewed,2023-07-21,7
85000,749238,viewed,2023-08-28,8
85000,285438,viewed,2023-08-02,8
85000,600857,viewed,2023-04-12,4
85000,328180,viewed,2023-02-07,2
85312,595723,viewed,2023-09-29,9
85312,584719,viewed,2023-01-01,1
85312,615721,viewed,2023-02-26,2
85312,97441,viewed,2023-01-20,1
85312,1009302,viewed,2023-05-21,5
87197,915019,viewed,2023-09-15,9
87197,616919,viewed,2023-09-29,9
87197,808861,viewed,2023-03-02,3
87197,823603,viewed,2023-04-03,4
87197,16758,viewed,2023-05-11,5
89076,749238,viewed,2023-03-09,3
89076,35120,viewed,2023-10-20,10
89076,563875,viewed,2023-04-13,4
89076,478910,viewed,2023-04-25,4
89076,1106389,viewed,2023-11-14,11
91966,1041748,viewed,2023-08-29,8
91966,280705,viewed,2023-08-04,8
91966,916838,viewed,2023-09-22,9
91966,11180,viewed,2023-04-09,4
91966,212742,viewed,2023-04-22,4
92020,242030,viewed,2023-04-25,4
92020,15326,viewed,2023-10-17,10
92020,899469,viewed,2023-05-15,5
92020,569621,viewed,2023-05-01,5
92020,2250,viewed,2023-09-04,9
92299,14391,viewed,2023-11-04,11
92299,15326,viewed,2023-05-30,5
92299,615640,viewed,2023-07-06,7
92299,879089,viewed,2023-03-02,3
92299,186928,viewed,2023-01-17,1
93835,563876,viewed,2023-12-02,12
93835,512697,viewed,2023-08-28,8
93835,301464,viewed,2023-06-20,6
93835,878359,viewed,2023-09-12,9
93835,979038,viewed,2023-12-04,12
97948,66956,viewed,2023-05-02,5
97948,899434,viewed,2023-09-03,9
97948,300789,viewed,2023-09-20,9
97948,307613,viewed,2023-06-24,6
97948,683930,viewed,2023-10-08,10
99512,448743,viewed,2023-11-24,11
99512,535582,viewed,2023-01-02,1
99512,850483,viewed,2023-12-01,12
99512,1041906,viewed,2023-02-04,2
99512,173609,viewed,2023-07-08,7
101604,820524,viewed,2023-07-01,7
101604,928752,viewed,2023-09-04,9
101604,1107605,viewed,2023-09-29,9
101604,38358,viewed,2023-03-23,3
101604,837446,viewed,2023-01-29,1
103627,14391,viewed,2023-10-09,10
103627,188685,viewed,2023-04-14,4
103627,1042355,viewed,2023-06-29,6
103627,599100,viewed,2023-09-17,9
103627,617464,viewed,2023-09-26,9
104064,482953,viewed,2023-12-02,12
104064,450906,viewed,2023-12-02,12
104064,1050985,viewed,2023-09-04,9
104064,273429,viewed,2023-10-21,10
104064,572536,viewed,2023-10-11,10
104210,879350,viewed,2023-09-10,9
104210,1113991,viewed,2023-12-30,12
104210,980870,viewed,2023-01-28,1
104210,574637,viewed,2023-02-03,2
104210,299233,viewed,2023-03-15,3
106344,1091855,viewed,2023-10-30,10
106344,908126,viewed,2023-09-11,9
106344,685960,viewed,2023-07-05,7
106344,734275,viewed,2023-11-23,11
106344,209212,viewed,2023-04-05,4
106385,941943,viewed,2023-02-09,2
106385,627019,viewed,2023-05-25,5
106385,517805,viewed,2023-07-12,7
106385,17075,viewed,2023-07-08,7
106385,837446,viewed,2023-07-23,7
108039,685006,viewed,2023-07-27,7
108039,1103799,viewed,2023-11-05,11
108039,51962,viewed,2023-11-07,11
108039,134532,viewed,2023-02-23,2
108039,580945,viewed,2023-04-09,4
112091,638246,viewed,2023-10-11,10
112091,384121,viewed,2023-03-18,3
112091,798299,viewed,2023-06-09,6
112091,550180,viewed,2023-09-26,9
112091,196718,viewed,2023-10-01,10
112143,1081649,viewed,2023-06-14,6
112143,701122,viewed,2023-06-02,6
112143,864901,viewed,2023-01-07,1
112143,876956,viewed,2023-09-05,9
112143,308553,viewed,2023-08-01,8
112575,8315,viewed,2023-11-28,11
112575,92481,viewed,2023-11-07,11
112575,6326,viewed,2023-12-02,12
112575,604034,viewed,2023-10-31,10
112575,95535,viewed,2023-11-05,11
114229,23341,viewed,2023-07-25,7
114229,564171,viewed,2023-01-31,1
114229,110541,viewed,2023-02-03,2
114229,896220,viewed,2023-02-18,2
114229,941655,viewed,2023-07-12,7
114293,268416,viewed,2023-06-03,6
114293,744000,viewed,2023-06-03,6
114293,899122,viewed,2023-02-03,2
114293,366852,viewed,2023-06-25,6
114293,1053272,viewed,2023-02-09,2
114950,345355,viewed,2023-04-13,4
114950,300798,viewed,2023-09-09,9
114950,240127,viewed,2023-11-28,11
114950,550180,viewed,2023-10-14,10
114950,775859,viewed,2023-02-25,2
115382,675938,viewed,2023-09-11,9
115382,822229,viewed,2023-05-26,5
115382,537997,viewed,2023-02-27,2
115382,950500,viewed,2023-02-19,2
115382,1050985,viewed,2023-08-22,8
115398,1046820,viewed,2023-07-13,7
115398,101163,viewed,2023-11-30,11
115398,834830,viewed,2023-08-11,8
115398,260701,viewed,2023-10-20,10
115398,926109,viewed,2023-01-12,1
115818,111726,viewed,2023-06-13,6
115818,220759,viewed,2023-08-30,8
115818,523371,viewed,2023-11-06,11
115818,852699,viewed,2023-09-20,9
115818,274142,viewed,2023-05-27,5
116199,970144,viewed,2023-07-17,7
116199,1105640,viewed,2023-03-05,3
116199,901667,viewed,2023-07-02,7
116199,3682,viewed,2023-08-24,8
116199,535582,viewed,2023-06-09,6
120018,23302,viewed,2023-06-26,6
120018,54750,viewed,2023-03-01,3
120018,479988,viewed,2023-10-20,10
120018,658158,viewed,2023-09-06,9
120018,707983,viewed,2023-09-04,9
120803,634454,viewed,2023-12-26,12
120803,1050985,viewed,2023-01-24,1
120803,801550,viewed,2023-03-09,3
120803,572536,viewed,2023-12-16,12
120803,554639,viewed,2023-06-13,6
120895,1053272,viewed,2023-02-11,2
120895,863240,viewed,2023-10-22,10
120895,346317,viewed,2023-06-30,6
120895,959834,viewed,2023-07-14,7
120895,550189,viewed,2023-11-29,11
120929,223451,viewed,2023-09-07,9
120929,16831,viewed,2023-03-03,3
120929,1035977,viewed,2023-08-31,8
120929,458789,viewed,2023-01-19,1
120929,779675,viewed,2023-04-14,4
122036,908371,viewed,2023-11-29,11
122036,83739,viewed,2023-12-18,12
122036,1050985,viewed,2023-03-18,3
122036,212125,viewed,2023-12-25,12
122036,811936,viewed,2023-08-25,8
123147,164236,viewed,2023-09-03,9
123147,997571,viewed,2023-01-01,1
123147,610873,viewed,2023-04-18,4
123147,1053876,viewed,2023-05-13,5
123147,801550,viewed,2023-09-24,9
124346,489323,viewed,2023-03-10,3
124346,346344,viewed,2023-01-29,1
124346,95535,viewed,2023-12-20,12
124346,773851,viewed,2023-05-21,5
124346,39335,viewed,2023-03-06,3
124694,67025,viewed,2023-08-24,8
124694,1106000,viewed,2023-11-01,11
124694,1069062,viewed,2023-11-28,11
124694,299660,viewed,2023-06-16,6
124694,623619,viewed,2023-06-21,6
124796,1050684,viewed,2023-01-28,1
124796,925818,viewed,2023-03-27,3
124796,871285,viewed,2023-10-04,10
124796,865009,viewed,2023-01-06,1
124872,647270,viewed,2023-08-26,8
124872,966795,viewed,2023-12-28,12
124872,35594,viewed,2023-10-18,10
124872,138024,viewed,2023-07-08,7
124872,933378,viewed,2023-05-14,5
125537,823598,viewed,2023-10-14,10
125537,639981,viewed,2023-10-28,10
125537,936738,viewed,2023-03-31,3
125537,534352,viewed,2023-07-10,7
125537,823088,viewed,2023-12-09,12
125663,599092,viewed,2023-10-03,10
125663,851675,viewed,2023-12-19,12
125663,511755,viewed,2023-10-09,10
125663,138024,viewed,2023-05-13,5
125663,67025,viewed,2023-02-02,2
125708,199850,viewed,2023-01-27,1
125708,219991,viewed,2023-09-15,9
125708,938592,viewed,2023-08-16,8
125708,801981,viewed,2023-08-27,8
125708,788041,viewed,2023-12-16,12
126506,334105,viewed,2023-03-09,3
126506,161507,viewed,2023-12-04,12
126506,643233,viewed,2023-08-02,8
126506,950500,viewed,2023-08-14,8
126506,567690,viewed,2023-01-12,1
127064,195613,viewed,2023-10-24,10
127064,505,viewed,2023-08-10,8
127064,1102366,viewed,2023-02-11,2
127064,925554,viewed,2023-04-23,4
127064,59597,viewed,2023-02-01,2
127539,854431,viewed,2023-12-15,12
127539,359815,viewed,2023-07-28,7
127539,1050985,viewed,2023-05-14,5
127539,578522,viewed,2023-03-12,3
127539,600875,viewed,2023-05-14,5
128082,505,viewed,2023-01-16,1
128082,904839,viewed,2023-09-14,9
128082,141740,viewed,2023-08-18,8
128082,820524,viewed,2023-07-21,7
128082,1003005,viewed,2023-11-06,11
128517,328322,viewed,2023-11-17,11
128517,636194,viewed,2023-05-23,5
128517,961414,viewed,2023-01-21,1
128517,314766,viewed,2023-07-29,7
128517,795553,viewed,2023-06-12,6
128938,720314,viewed,2023-09-16,9
128938,212295,viewed,2023-02-02,2
128938,1060030,viewed,2023-07-08,7
128938,300786,viewed,2023-02-08,2
128938,274142,viewed,2023-06-18,6
129590,938592,viewed,2023-08-21,8
129590,1007773,viewed,2023-04-29,4
129590,578522,viewed,2023-10-14,10
129590,234324,viewed,2023-10-07,10
129590,597367,viewed,2023-01-08,1
129806,440386,viewed,2023-11-23,11
129806,812538,viewed,2023-09-10,9
129806,346317,viewed,2023-03-02,3
129806,110541,viewed,2023-11-20,11
129806,683930,viewed,2023-05-09,5
129835,326095,viewed,2023-02-16,2
129835,1090011,viewed,2023-10-12,10
129835,568000,viewed,2023-07-10,7
129835,873646,viewed,2023-02-04,2
129835,683930,viewed,2023-07-07,7
130701,796650,viewed,2023-10-26,10
130701,1113991,viewed,2023-03-01,3
130701,338166,viewed,2023-07-17,7
130701,137261,viewed,2023-12-13,12
130701,774563,viewed,2023-01-09,1
130968,638164,viewed,2023-04-03,4
130968,749238,viewed,2023-01-17,1
130968,830646,viewed,2023-11-09,11
130968,326864,viewed,2023-04-23,4
130968,683930,viewed,2023-06-29,6
131488,382487,viewed,2023-04-05,4
131488,749238,viewed,2023-12-29,12
131488,315453,viewed,2023-11-04,11
131488,377337,viewed,2023-01-22,1
131488,902230,viewed,2023-08-25,8
131733,314766,viewed,2023-07-22,7
131733,98154,viewed,2023-06-17,6
131733,300778,viewed,2023-11-18,11
131733,643233,viewed,2023-04-06,4
131733,805620,viewed,2023-11-03,11
131959,240127,viewed,2023-04-27,4
131959,885443,viewed,2023-06-08,6
131959,560646,viewed,2023-10-01,10
131959,597857,viewed,2023-04-03,4
131959,70070,viewed,2023-02-28,2
132309,550180,viewed,2023-07-02,7
132309,199854,viewed,2023-08-22,8
132309,158541,viewed,2023-01-10,1
132309,260701,viewed,2023-09-27,9
132309,156776,viewed,2023-04-26,4
132915,840492,viewed,2023-05-28,5
132915,764362,viewed,2023-10-29,10
132915,175495,viewed,2023-01-17,1
132915,62150,viewed,2023-10-08,10
132915,749238,viewed,2023-08-20,8
134149,136804,viewed,2023-01-28,1
134149,208109,viewed,2023-04-16,4
134149,154193,viewed,2023-05-15,5
134149,1096707,viewed,2023-07-20,7
134149,134532,viewed,2023-10-24,10
135012,482953,viewed,2023-02-02,2
135012,1065428,viewed,2023-09-26,9
135012,342297,viewed,2023-02-26,2
135012,1010933,viewed,2023-10-20,10
135012,898048,viewed,2023-05-27,5
135084,1053272,viewed,2023-04-07,4
135084,997571,viewed,2023-08-27,8
135084,788041,viewed,2023-05-31,5
135084,1050985,viewed,2023-12-28,12
135084,17075,viewed,2023-05-30,5
135158,263344,viewed,2023-11-16,11
135158,1032351,viewed,2023-11-06,11
135158,489323,viewed,2023-04-06,4
135158,83739,viewed,2023-06-28,6
135158,161507,viewed,2023-10-27,10
135721,234034,viewed,2023-01-13,1
135721,697788,viewed,2023-04-03,4
135721,195829,viewed,2023-05-30,5
135721,478161,viewed,2023-01-31,1
135721,299291,viewed,2023-08-21,8
136030,1575,viewed,2023-03-21,3
136030,870015,viewed,2023-10-27,10
136030,58070,viewed,2023-09-10,9
136030,489323,viewed,2023-10-11,10
136030,1053258,viewed,2023-07-20,7
136594,203025,viewed,2023-12-19,12
136594,801487,viewed,2023-01-08,1
136594,1042854,viewed,2023-01-23,1
136594,774064,viewed,2023-09-05,9
136594,879825,viewed,2023-07-03,7
136965,911109,viewed,2023-02-26,2
136965,205628,viewed,2023-03-22,3
136965,833902,viewed,2023-03-27,3
136965,211515,viewed,2023-02-26,2
136965,190281,viewed,2023-12-21,12
137371,119565,viewed,2023-07-16,7
137371,739705,viewed,2023-01-07,1
137371,24567,viewed,2023-06-06,6
137371,887335,viewed,2023-05-02,5
137371,867182,viewed,2023-05-06,5
137609,435131,viewed,2023-11-20,11
